fixture_id,team_id,team_name,is_home,shots_on_goal,shots_off_goal,total_shots,blocked_shots,shots_insidebox,shots_outsidebox,fouls,corner_kicks,offsides,ball_possession,yellow_cards,red_cards,goalkeeper_saves,total_passes,passes_accurate,passes_percentage,expected_goals
1387947,81,Marseille,False,9,5,19,5,12,7,9,8,4.0,52,2.0,,1.0,441,369,84,2.23
1387956,114,Paris FC,True,6,4,12,2,10,2,5,1,1.0,34,1.0,,4.0,330,247,75,2.61
1387956,91,Monaco,False,5,6,19,8,17,2,6,11,3.0,66,0.0,,2.0,616,526,85,2.31
1387954,81,Marseille,True,9,9,18,0,12,6,12,7,3.0,54,1.0,,1.0,488,421,86,3.55
1387954,112,Metz,False,2,3,6,1,4,2,8,4,0.0,46,2.0,,6.0,426,356,84,0.48
1387950,108,Auxerre,True,0,3,5,2,5,0,20,3,2.0,54,0.0,,4.0,370,286,77,0.66
1387950,83,Nantes,False,4,7,13,2,8,5,15,2,2.0,46,4.0,,0.0,318,233,73,1.73
1387957,94,Rennes,True,7,7,15,1,11,4,9,11,4.0,60,0.0,,3.0,571,500,88,1.22
1387957,77,Angers,False,4,1,6,1,3,3,15,3,1.0,40,2.0,,6.0,382,313,82,1.12
1387955,84,Nice,True,5,7,15,3,11,4,20,5,4.0,46,1.0,,4.0,332,246,74,2.11
1387955,111,Le Havre,False,6,4,11,1,9,2,14,2,1.0,54,1.0,,4.0,402,323,80,1.76
1387958,96,Toulouse,True,1,3,9,5,4,5,13,4,0.0,37,2.0,1.0,5.0,371,306,82,0.96
1387958,79,Lille,False,9,2,15,4,9,6,12,2,3.0,63,0.0,0.0,1.0,644,582,90,2.3
1387953,80,Lyon,True,5,4,11,2,8,3,17,4,0.0,53,4.0,,6.0,476,407,86,1.16
1387953,97,Lorient,False,6,6,12,0,8,4,14,6,2.0,47,1.0,,3.0,425,371,87,1.87
1387960,116,Lens,True,13,18,41,10,27,14,9,14,2.0,78,1.0,0.0,0.0,596,531,89,3.76
1387960,96,Toulouse,False,2,1,5,2,3,2,15,1,0.0,22,1.0,1.0,10.0,176,111,63,0.41
1387962,97,Lorient,True,4,6,11,1,5,6,6,1,2.0,43,0.0,,2.0,382,318,83,1.33
1387962,81,Marseille,False,2,13,16,1,11,5,10,7,0.0,57,3.0,,3.0,485,426,88,1.65
1387959,77,Angers,True,5,3,11,3,6,5,15,4,2.0,44,1.0,0.0,7.0,354,300,85,1.07
1387959,111,Le Havre,False,8,5,16,3,10,6,20,3,4.0,56,3.0,1.0,4.0,455,401,88,1.45
1387961,79,Lille,True,2,3,9,4,5,4,9,5,1.0,62,3.0,,1.0,590,518,88,0.54
1387961,84,Nice,False,1,3,5,1,1,4,10,3,3.0,38,1.0,,2.0,375,297,79,0.19
1387964,91,Monaco,True,6,3,15,6,10,5,19,11,4.0,69,2.0,,5.0,541,467,86,2.24
1387964,108,Auxerre,False,7,2,12,3,8,4,8,3,2.0,31,3.0,,4.0,254,185,73,0.65
1387965,83,Nantes,True,4,4,17,9,12,5,13,11,2.0,44,2.0,1.0,1.0,301,235,78,0.92
1387965,106,Stade Brestois 29,False,2,2,4,0,3,1,17,0,4.0,56,2.0,0.0,3.0,415,341,82,0.42
1387967,95,Strasbourg,True,1,6,9,2,4,5,10,2,6.0,55,0.0,,5.0,492,422,86,1.0
1387967,94,Rennes,False,9,10,26,7,19,7,12,9,0.0,45,1.0,,0.0,399,327,82,4.25
1387963,112,Metz,True,6,3,13,4,9,4,9,6,1.0,51,2.0,,4.0,504,438,87,1.01
1387963,114,Paris FC,False,7,7,15,1,9,6,8,5,1.0,49,2.0,,4.0,488,410,84,1.74
1387966,85,Paris Saint Germain,True,6,10,23,7,17,6,10,13,,77,5.0,,3.0,793,734,93,3.12
1387966,80,Lyon,False,5,1,6,0,5,1,8,5,,23,1.0,,4.0,245,179,73,0.62
1387929,85,Paris Saint Germain,True,6,4,14,4,10,4,11,7,2.0,70,2.0,,4.0,732,664,91,2.17
1387929,83,Nantes,False,4,2,11,5,6,5,8,6,2.0,30,1.0,,3.0,303,240,79,0.89
1387969,106,Stade Brestois 29,True,3,1,6,2,4,2,7,0,1.0,36,3.0,,4.0,338,252,75,0.25
1387969,116,Lens,False,7,13,25,5,17,8,11,6,3.0,64,3.0,,0.0,594,513,86,2.76
1387972,80,Lyon,True,6,5,12,1,10,2,11,6,0.0,55,1.0,,0.0,437,366,84,2.12
1387972,108,Auxerre,False,2,2,9,5,2,7,15,3,1.0,45,2.0,,3.0,373,315,84,0.52
1387968,77,Angers,True,1,3,6,2,4,2,9,5,6.0,29,0.0,0.0,6.0,321,263,82,0.7
1387968,85,Paris Saint Germain,False,10,5,17,2,12,5,3,4,1.0,71,2.0,1.0,1.0,819,767,94,2.78
1387976,96,Toulouse,True,5,8,18,5,10,8,17,4,,51,3.0,,3.0,515,443,86,1.75
1387976,91,Monaco,False,5,3,8,0,5,3,10,2,,49,2.0,,3.0,501,418,83,0.74
1387971,97,Lorient,True,6,6,14,2,14,0,9,9,2.0,39,1.0,,3.0,333,276,83,2.28
1387971,95,Strasbourg,False,5,4,11,2,5,6,16,7,1.0,61,2.0,,4.0,529,474,90,1.34
1387975,94,Rennes,True,5,4,14,5,8,6,15,6,5.0,63,3.0,,6.0,466,393,84,1.3
1387975,83,Nantes,False,8,6,24,10,21,3,15,8,1.0,37,2.0,,3.0,260,185,71,2.17
1387970,111,Le Havre,True,5,2,14,7,8,6,12,6,3.0,47,3.0,,1.0,348,287,82,1.99
1387970,112,Metz,False,5,5,12,2,7,5,12,4,1.0,53,1.0,,1.0,392,338,86,1.58
1387974,114,Paris FC,True,2,3,7,2,7,0,12,7,4.0,47,6.0,1.0,3.0,419,345,82,1.06
1387974,79,Lille,False,4,3,10,3,6,4,10,3,1.0,53,3.0,0.0,2.0,491,418,85,1.71
1387973,81,Marseille,True,6,12,24,6,18,6,14,7,0.0,68,4.0,,1.0,655,573,87,2.32
1387973,84,Nice,False,2,2,5,1,4,1,7,1,2.0,32,1.0,,5.0,302,220,73,1.46
1387981,83,Nantes,True,6,6,17,5,13,4,12,7,2.0,42,1.0,,8.0,327,260,80,3.42
1387981,81,Marseille,False,8,4,16,4,11,5,11,8,1.0,58,3.0,,2.0,454,386,85,1.36
1387984,85,Paris Saint Germain,True,6,10,24,8,15,9,9,12,1.0,68,1.0,,1.0,619,565,91,2.42
1387984,97,Lorient,False,3,2,5,0,4,1,7,2,2.0,32,1.0,,4.0,291,234,80,0.96
1387980,112,Metz,True,1,10,13,2,10,3,10,5,1.0,34,0.0,,1.0,295,234,79,1.22
1387980,91,Monaco,False,3,7,15,5,9,6,15,9,1.0,66,2.0,,0.0,584,502,86,1.25
1387982,84,Nice,True,2,2,9,5,7,2,11,7,2.0,46,2.0,0.0,3.0,390,328,84,1.07
1387982,116,Lens,False,4,6,16,6,6,10,10,8,1.0,54,3.0,1.0,1.0,468,400,85,1.53
1387978,79,Lille,True,10,6,22,6,16,6,9,14,1.0,67,2.0,,1.0,489,428,88,1.55
1387978,111,Le Havre,False,2,1,2,0,2,0,15,5,3.0,33,3.0,,9.0,249,177,71,0.14
1387985,95,Strasbourg,True,4,1,9,4,5,4,7,8,2.0,54,1.0,,4.0,471,414,88,0.41
1387985,96,Toulouse,False,6,7,16,3,7,9,15,3,3.0,46,3.0,,3.0,403,351,87,1.36
1387977,108,Auxerre,True,10,6,19,3,14,5,12,4,2.0,56,2.0,0.0,2.0,507,442,87,2.03
1387977,77,Angers,False,3,5,9,1,9,1,2,6,0.0,44,4.0,1.0,7.0,387,324,84,2.2
1387983,114,Paris FC,True,8,5,17,4,11,6,10,7,2.0,51,2.0,,1.0,434,366,84,1.86
1387983,106,Stade Brestois 29,False,1,6,10,3,5,5,8,3,2.0,49,1.0,,4.0,411,345,84,0.79
1387979,80,Lyon,True,9,3,16,4,9,7,10,7,1.0,50,0.0,,3.0,399,333,83,3.17
1387979,94,Rennes,False,5,3,8,0,5,3,14,5,4.0,50,3.0,,5.0,411,345,84,0.84
1387989,116,Lens,True,5,5,14,4,9,5,15,8,4.0,64,2.0,,3.0,467,380,81,0.82
1387989,83,Nantes,False,3,6,15,6,9,6,15,3,0.0,36,1.0,,4.0,260,182,70,1.25
1387986,77,Angers,True,4,6,11,1,7,4,16,0,2.0,32,2.0,,5.0,270,191,71,0.59
1387986,95,Strasbourg,False,6,7,15,2,9,6,13,2,0.0,68,2.0,,3.0,616,552,90,2.02
1387992,85,Paris Saint Germain,True,6,6,23,11,10,13,5,13,3.0,67,,,2.0,691,609,88,1.49
1387992,106,Stade Brestois 29,False,2,1,3,0,2,1,12,2,3.0,33,,,5.0,338,267,79,0.17
1387991,91,Monaco,True,3,3,7,1,5,2,13,5,2.0,55,1.0,,2.0,463,381,82,0.37
1387991,79,Lille,False,2,4,7,1,5,2,10,2,2.0,45,3.0,,3.0,381,300,79,0.39
1387993,94,Rennes,True,5,8,14,1,9,5,13,8,1.0,51,0.0,,0.0,423,331,78,1.77
1387993,114,Paris FC,False,1,5,11,5,6,5,11,2,1.0,49,2.0,,3.0,420,336,80,1.2
1387994,96,Toulouse,True,6,5,14,3,10,4,20,7,0.0,39,6.0,1.0,2.0,306,249,81,1.13
1387994,80,Lyon,False,3,7,18,8,13,5,9,8,1.0,61,2.0,0.0,4.0,481,420,87,1.54
1387987,108,Auxerre,True,4,5,12,3,8,4,15,10,0.0,52,1.0,,2.0,451,358,79,0.84
1387987,84,Nice,False,6,2,10,2,8,2,9,1,2.0,48,0.0,,2.0,429,334,78,1.33
1387988,111,Le Havre,True,2,4,10,4,8,2,20,3,4.0,50,4.0,,2.0,386,310,80,1.14
1387988,81,Marseille,False,3,4,8,1,5,3,22,0,3.0,50,2.0,,2.0,392,317,81,1.21
1387990,112,Metz,True,2,4,8,2,5,3,8,7,0.0,54,2.0,,3.0,517,465,90,0.67
1387990,97,Lorient,False,7,5,14,2,7,7,8,4,2.0,46,2.0,,2.0,466,400,86,2.0
1387951,106,Stade Brestois 29,True,6,7,21,8,16,5,10,5,2.0,48,0.0,,2.0,468,389,83,3.06
1387951,95,Strasbourg,False,5,2,10,3,7,3,11,4,4.0,52,1.0,,5.0,524,444,85,2.02
1387952,116,Lens,True,10,11,25,4,19,6,9,6,3.0,38,0.0,,1.0,419,333,79,2.87
1387952,85,Paris Saint Germain,False,3,3,10,4,8,2,3,3,1.0,62,1.0,,8.0,716,631,88,1.22
1387996,79,Lille,True,3,5,12,4,9,3,9,4,3.0,73,3.0,,2.0,617,548,89,1.72
1387996,108,Auxerre,False,4,3,7,0,7,0,16,2,2.0,27,2.0,,3.0,233,157,67,0.54
1387998,80,Lyon,True,4,7,16,5,11,5,10,20,,55,1.0,,1.0,460,388,84,1.91
1387998,116,Lens,False,4,8,14,2,10,4,11,8,,45,4.0,,4.0,384,319,83,1.54
1387999,81,Marseille,True,11,9,27,7,19,8,11,4,2.0,45,3.0,,4.0,399,329,82,2.92
1387999,94,Rennes,False,6,14,27,7,20,7,10,11,2.0,55,1.0,,8.0,463,394,85,2.49
1388001,84,Nice,True,4,11,22,7,14,8,11,10,2.0,49,2.0,,4.0,481,417,87,1.64
1388001,112,Metz,False,4,6,16,6,10,6,15,4,2.0,51,1.0,,4.0,509,442,87,0.85
1388003,95,Strasbourg,True,7,4,15,4,9,6,7,4,3.0,40,1.0,,6.0,384,319,83,1.5
1388003,91,Monaco,False,8,5,21,8,10,11,11,6,1.0,60,2.0,,2.0,568,491,86,1.13
1387997,97,Lorient,True,2,5,12,5,3,9,11,5,1.0,60,2.0,,3.0,481,431,90,1.3
1387997,111,Le Havre,False,4,3,7,0,4,3,11,1,2.0,40,1.0,,2.0,327,260,80,1.25
1387995,106,Stade Brestois 29,True,5,10,18,3,11,7,9,6,0.0,57,1.0,,1.0,508,433,85,1.57
1387995,77,Angers,False,2,4,8,2,4,4,8,3,2.0,43,1.0,,3.0,379,313,83,0.68
1388002,114,Paris FC,True,9,5,17,3,15,2,8,3,7.0,37,2.0,,1.0,395,336,85,2.2
1388002,85,Paris Saint Germain,False,2,4,9,3,6,3,9,3,2.0,63,0.0,,7.0,682,615,90,0.61
1545408,1063,Saint Etienne,True,0,4,7,3,0,7,10,6,1.0,45,1.0,,,367,303,83,
1545408,84,Nice,False,0,4,4,0,2,2,7,6,2.0,55,0.0,,,450,380,84,
1545409,84,Nice,True,10,3,20,7,15,5,10,6,1.0,52,2.0,,1.0,421,361,86,
1545409,1063,Saint Etienne,False,2,8,13,3,6,7,5,4,1.0,48,0.0,,6.0,388,324,84,
1388000,83,Nantes,True,1,0,1,0,0,1,3,2,,57,,,1.0,105,87,83,0.07
1388000,96,Toulouse,False,1,0,2,1,1,1,4,2,,43,,,1.0,78,57,73,0.17
